player,nationality,position,squad,age,value,height,foot,league,games_17,minutes_17,shots_total_17,goal_kicks_17,goals_17,assists_17,cards_yellow_17,cards_red_17,passes_17,corner_kicks_17,throw_ins_17,tackles_17,blocks_17,interceptions_17,clearances_17,touches_17,dribbles_17,offsides_17,errors_17,fouls_17,fouled_17,games_18,minutes_18,shots_total_18,goal_kicks_18,goals_18,assists_18,cards_yellow_18,cards_red_18,passes_18,corner_kicks_18,throw_ins_18,tackles_18,blocks_18,interceptions_18,clearances_18,touches_18,dribbles_18,offsides_18,errors_18,fouls_18,fouled_18,games_19,minutes_19,shots_total_19,goal_kicks_19,goals_19,assists_19,cards_yellow_19,cards_red_19,passes_19,corner_kicks_19,throw_ins_19,tackles_19,blocks_19,interceptions_19,clearances_19,touches_19,dribbles_19,offsides_19,errors_19,fouls_19,fouled_19
Benjamin Henrichs,de GER,"DF,MF",Monaco,22,12000000,183,right,Ligue 1,23.0,1268.0,20.0,0.0,0.0,1.0,1.0,1.0,821.0,0.0,117.0,39.0,34.0,19.0,36.0,995.0,12.0,2.0,1.0,16.0,22.0,23.0,126.0,0.0,0.0,0.0,0.0,2.0,0.0,2124.0,0.0,8.0,0.0,4.0,4.0,0.0,90.0,0.0,0.0,0.0,6.0,2.0,13,890,10,0,0,0,3,0,527,0,47,25,31,16,16,647,19,0,0,13,21
Benjamin HĂĽbner,de GER,DF,Hoffenheim,30,4000000,193,left,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2070,24,0,1,4,6,2,1569,0,7,44,38,22,117,1847,9,1,0,23,27
Benjamin Jeannot,fr FRA,MF,Dijon,27,1000000,183,right,Ligue 1,24.0,1405.0,27.0,0.0,4.0,1.0,4.0,0.0,323.0,0.0,4.0,12.0,12.0,9.0,19.0,488.0,14.0,14.0,1.0,25.0,17.0,21.0,1436.0,47.0,0.0,2.0,0.0,3.0,0.0,437.0,0.0,7.0,23.0,15.0,7.0,18.0,635.0,26.0,7.0,0.0,34.0,22.0,2,167,5,0,0,0,0,0,68,0,3,1,1,4,4,90,0,0,0,0,3
Benjamin Lecomte,fr FRA,GK,Monaco,28,11000000,186,left,Ligue 1,38.0,3420.0,0.0,161.0,0.0,0.0,1.0,0.0,922.0,0.0,1.0,0.0,0.0,0.0,0.0,1087.0,1.0,0.0,2.0,3.0,4.0,37.0,3330.0,0.0,265.0,0.0,0.0,1.0,0.0,1262.0,0.0,0.0,0.0,0.0,0.0,3.0,1375.0,2.0,0.0,2.0,2.0,7.0,28,2520,0,209,0,0,1,0,848,0,0,0,1,0,0,944,0,0,1,0,2
Benjamin Mendy,fr FRA,DF,Manchester City,25,28000000,185,left,Premier League,7.0,363.0,7.0,0.0,0.0,1.0,2.0,0.0,255.0,0.0,32.0,6.0,9.0,4.0,8.0,299.0,6.0,0.0,0.0,6.0,1.0,10.0,900.0,7.0,0.0,0.0,5.0,1.0,0.0,791.0,0.0,93.0,15.0,16.0,9.0,14.0,875.0,18.0,0.0,1.0,12.0,2.0,19,1492,10,0,0,2,3,0,1285,0,114,22,21,7,43,1419,31,1,3,12,1
Benjamin Pavard,fr FRA,DF,Bayern Munich,23,28000000,186,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2790,21,0,4,4,5,0,2511,0,211,35,45,22,101,2803,32,2,0,40,23
Benjamin Stambouli,fr FRA,DF,Schalke 04,28,9000000,180,right,Bundesliga,28.0,2197.0,0.0,0.0,0.0,2.0,4.0,0.0,1364.0,0.0,3.0,91.0,47.0,36.0,83.0,1631.0,20.0,0.0,1.0,45.0,15.0,21.0,1763.0,3.0,0.0,0.0,2.0,3.0,0.0,984.0,0.0,17.0,57.0,45.0,19.0,84.0,1201.0,13.0,1.0,1.0,23.0,15.0,9,810,0,0,0,0,2,0,460,0,0,28,20,17,45,557,5,0,0,9,4
Benno Schmitz,de GER,DF,KĂ¶ln,24,80000,182,right,Bundesliga,2.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,5.0,2.0,0.0,0.0,2.0,61.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,18,1158,2,0,0,0,1,0,757,0,145,31,23,11,40,884,8,0,0,22,4
BenoĂ®t Costil,fr FRA,GK,Bordeaux,32,4000000,188,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2520,0,244,0,0,1,0,886,0,1,0,0,0,3,947,2,0,0,0,2
BenoĂ®t Mukinayi,fr FRA,DF,Monaco,18,25000000,194,left,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1411,10,0,0,0,0,0,928,0,5,22,26,19,83,1084,7,0,1,19,13
Berat Djimsiti,al ALB,DF,Atalanta,26,12000000,190,right,Serie A,30.0,2700.0,11.0,0.0,0.0,1.0,2.0,0.0,1636.0,0.0,13.0,30.0,56.0,32.0,171.0,1945.0,10.0,0.0,0.0,21.0,21.0,24.0,1807.0,9.0,0.0,1.0,2.0,3.0,0.0,1034.0,0.0,7.0,42.0,30.0,26.0,99.0,1255.0,7.0,0.0,2.0,23.0,21.0,34,2783,22,0,2,1,5,0,1834,0,52,55,38,31,157,2162,17,0,1,32,37
Bernard,br BRA,"MF,FW",Everton,26,15000000,164,right,Premier League,,,,,,,,,,,,,,,,,,,,,,34.0,2116.0,24.0,0.0,1.0,3.0,5.0,0.0,867.0,4.0,6.0,48.0,52.0,31.0,10.0,1204.0,89.0,2.0,0.0,17.0,27.0,27,1280,12,0,3,2,2,0,573,6,1,25,30,15,8,763,62,0,0,19,10
Bernard Tekpetey,gh GHA,"FW,MF",DĂĽsseldorf,21,1000000,172,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,448,11,0,0,1,4,0,103,0,5,6,5,2,1,194,18,3,0,14,13
Bernardo,br BRA,DF,Brighton,24,4800000,186,left,Premier League,18.0,1350.0,12.0,0.0,1.0,1.0,2.0,0.0,892.0,0.0,160.0,36.0,35.0,27.0,69.0,1114.0,21.0,1.0,0.0,27.0,19.0,22.0,1752.0,8.0,0.0,0.0,1.0,4.0,0.0,1014.0,0.0,209.0,66.0,53.0,34.0,76.0,1268.0,19.0,2.0,0.0,18.0,24.0,14,679,7,0,0,0,1,0,383,0,50,28,16,5,25,483,12,4,0,3,2
Bernardo Espinosa,co COL,DF,Espanyol,30,4000000,192,right,La Liga,34.0,2868.0,24.0,0.0,0.0,3.0,7.0,0.0,1221.0,0.0,0.0,30.0,29.0,35.0,140.0,1491.0,3.0,3.0,2.0,38.0,17.0,31.0,2727.0,15.0,0.0,1.0,1.0,6.0,2.0,1365.0,0.0,2.0,18.0,66.0,31.0,221.0,1726.0,4.0,3.0,2.0,33.0,6.0,26,2259,22,0,3,0,5,1,1060,0,1,27,31,12,174,1335,1,3,1,33,18
Bernardo Silva,pt POR,"FW,MF",Manchester City,24,80000000,173,left,Premier League,35.0,1533.0,25.0,0.0,6.0,4.0,0.0,0.0,984.0,9.0,9.0,24.0,22.0,4.0,8.0,1165.0,39.0,0.0,0.0,9.0,27.0,36.0,2854.0,64.0,0.0,7.0,7.0,3.0,0.0,1798.0,21.0,33.0,58.0,53.0,26.0,19.0,2141.0,81.0,2.0,0.0,31.0,24.0,34,2030,49,0,6,7,5,0,1451,19,24,39,36,23,11,1687,64,2,0,23,20
Bernd Leno,de GER,GK,Arsenal,27,28000000,190,right,Premier League,33.0,2970.0,0.0,225.0,0.0,0.0,1.0,0.0,1207.0,0.0,0.0,0.0,0.0,0.0,0.0,1274.0,0.0,0.0,0.0,0.0,10.0,32.0,2836.0,0.0,224.0,0.0,0.0,0.0,0.0,1102.0,0.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0,2.0,0.0,5.0,30,2649,0,251,0,0,2,0,990,0,0,0,0,0,2,1074,2,0,1,0,4
Bertrand TraorĂ©,bf BFA,"FW,MF",Lyon,23,9000000,181,left,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1253,35,0,1,3,6,0,581,35,11,27,19,19,15,816,65,3,0,21,19
BeĂ±at Etxebarria,es ESP,MF,Athletic Club,32,2000000,176,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,394,5,0,0,0,0,0,194,16,0,7,8,3,8,235,1,0,0,2,2
Biagio Meccariello,it ITA,DF,Lecce,28,55000,187,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,768,5,0,1,0,2,0,410,1,34,23,19,10,27,490,8,1,0,7,3
Bilal Benkhedim,fr FRA,"MF,FW",Saint-Ă‰tienne,18,1200000,175,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,132,1,0,0,0,0,0,64,4,0,6,1,0,1,86,3,0,0,2,3
Bilal Boutobba,fr FRA,"MF,DF",Montpellier,20,45000,172,left,Ligue 1,,,,,,,,,,,,,,,,,,,,,,2.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,3.0,1,5,0,0,0,0,0,0,6,0,0,0,0,0,0,6,1,0,0,0,0
Billy Gilmour,sco SCO,MF,Chelsea,18,5000000,170,right,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,194,1,0,0,0,0,0,169,0,0,6,6,2,1,196,6,0,0,3,1
Billy Sharp,eng ENG,FW,Sheffield Utd,33,1000000,175,right,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1051,14,0,3,2,1,1,222,0,0,9,4,1,1,334,20,12,0,20,32
Birger Verstraete,be BEL,MF,KĂ¶ln,25,3000000,175,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,665,8,0,0,1,3,0,270,23,1,21,10,2,16,348,6,0,0,13,16
Birkir Bjarnason,is ISL,"MF,FW",Brescia,31,80000,184,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,798,9,0,0,1,1,0,268,1,3,10,10,6,5,333,6,1,0,16,18
BjĂ¶rn Engels,be BEL,DF,Aston Villa,24,9000000,194,right,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1447,7,0,1,0,1,0,605,0,2,9,26,12,111,776,2,1,2,5,5
Blaise Matuidi,fr FRA,MF,Juventus,32,10000000,175,left,Serie A,34.0,2382.0,24.0,0.0,3.0,1.0,3.0,0.0,1409.0,0.0,6.0,56.0,39.0,23.0,15.0,1693.0,31.0,5.0,0.0,44.0,25.0,31.0,2418.0,17.0,0.0,3.0,2.0,5.0,0.0,1267.0,0.0,12.0,54.0,45.0,30.0,16.0,1510.0,34.0,7.0,0.0,34.0,25.0,35,2237,13,0,0,2,2,0,1120,1,26,54,50,20,18,1374,28,3,1,40,26
Blerim DĹľemaili,ch SUI,MF,Bologna,33,700,180,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,698,16,0,1,1,2,0,347,0,3,18,15,5,10,456,13,0,0,11,17
Bobby Adekanye,nl NED,FW,Lazio,20,52500,175,left,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,188,5,0,1,0,1,0,46,0,1,4,0,2,1,70,4,1,0,2,3
Bongani Zungu,za RSA,MF,Amiens,26,1000000,184,right,Ligue 1,26.0,2084.0,9.0,0.0,1.0,0.0,5.0,0.0,1083.0,0.0,2.0,44.0,52.0,38.0,27.0,1301.0,18.0,0.0,1.0,31.0,24.0,5.0,230.0,1.0,0.0,0.0,0.0,2.0,0.0,120.0,0.0,0.0,4.0,1.0,2.0,7.0,136.0,2.0,0.0,0.0,5.0,5.0,21,992,7,0,1,0,4,0,538,0,0,26,19,18,26,659,11,1,1,24,15
Boris RadunoviÄ‡,rs SRB,GK,Hellas Verona,23,47500,194,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,270,0,14,0,0,1,0,61,0,0,0,0,0,0,64,0,0,0,1,0
Borja BastĂłn,es ESP,"MF,FW",Aston Villa,26,3000000,186,right,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18,0,0,0,0,0,0,5,0,0,0,1,0,1,7,0,0,1,0,0
Borja Iglesias,es ESP,FW,Betis,26,14000000,187,right,La Liga,,,,,,,,,,,,,,,,,,,,,,37.0,3075.0,87.0,0.0,17.0,3.0,5.0,0.0,692.0,2.0,2.0,27.0,19.0,6.0,40.0,1130.0,72.0,45.0,0.0,56.0,51.0,35,1922,35,0,3,2,3,1,319,0,0,5,15,5,19,524,37,14,0,34,20
Borja Mayoral,es ESP,FW,Levante,22,3000000,182,right,La Liga,14.0,349.0,17.0,0.0,3.0,1.0,0.0,0.0,113.0,0.0,0.0,4.0,3.0,1.0,1.0,157.0,8.0,7.0,0.0,2.0,5.0,29.0,1621.0,24.0,0.0,3.0,2.0,1.0,0.0,394.0,1.0,5.0,11.0,8.0,5.0,8.0,581.0,60.0,16.0,0.0,16.0,33.0,34,2140,45,0,8,2,2,0,561,0,5,9,14,7,10,782,57,14,0,18,26
Borja Sainz,es ESP,"MF,FW",AlavĂ©s,18,30000,174,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,573,9,0,1,0,1,0,130,0,1,16,12,2,0,239,27,4,0,22,8
Borja Valero,es ESP,MF,Inter,34,1000000,175,right,Serie A,36.0,2564.0,18.0,0.0,2.0,0.0,3.0,0.0,2061.0,10.0,10.0,49.0,22.0,13.0,30.0,2292.0,36.0,0.0,1.0,28.0,40.0,27.0,1231.0,12.0,0.0,0.0,1.0,4.0,0.0,1206.0,2.0,10.0,24.0,20.0,18.0,20.0,1323.0,5.0,0.0,0.0,20.0,23.0,19,931,11,0,2,0,4,0,538,0,3,15,18,5,10,622,14,1,0,12,14
Bosko Sutalo,hr CRO,DF,Atalanta,19,3000000,188,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,280,1,0,0,0,1,0,172,1,4,3,4,4,9,205,4,0,1,8,4
Boubacar Kamara,fr FRA,"DF,MF",Marseille,19,27000000,184,right,Ligue 1,6.0,455.0,2.0,0.0,0.0,0.0,1.0,0.0,288.0,0.0,11.0,13.0,8.0,4.0,8.0,337.0,5.0,0.0,0.0,9.0,4.0,31.0,2411.0,8.0,0.0,1.0,0.0,6.0,0.0,1426.0,0.0,26.0,62.0,44.0,24.0,106.0,1683.0,14.0,1.0,1.0,25.0,31.0,24,2139,15,0,1,2,7,1,1280,0,3,76,41,15,95,1547,22,0,0,23,30
Boubakary SoumarĂ©,fr FRA,MF,Lille,20,24000000,188,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1213,1,0,0,0,2,2,746,0,1,22,17,13,10,851,21,0,0,16,10
Boulaye Dia,sn SEN,FW,Reims,22,4000000,180,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,18.0,747.0,21.0,0.0,3.0,0.0,2.0,0.0,158.0,0.0,0.0,8.0,7.0,1.0,10.0,284.0,32.0,2.0,1.0,9.0,13.0,24,1812,39,0,7,1,0,0,328,0,1,21,16,9,20,579,60,14,0,24,25
Bouna Sarr,gn GUI,"DF,FW",Marseille,27,6000000,177,right,Ligue 1,29.0,1792.0,17.0,0.0,0.0,2.0,5.0,0.0,1289.0,9.0,133.0,62.0,38.0,27.0,16.0,1546.0,50.0,4.0,0.0,31.0,25.0,29.0,2242.0,21.0,0.0,1.0,1.0,3.0,1.0,1454.0,4.0,233.0,70.0,44.0,30.0,43.0,1780.0,90.0,3.0,0.0,37.0,32.0,27,2164,28,0,1,3,3,0,1357,10,178,58,29,24,48,1683,97,4,0,23,43
Brahim DĂ­az,es ESP,"FW,MF",Real Madrid,19,13000000,171,both,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,65,3,0,0,0,1,0,40,0,0,1,1,2,0,63,7,0,0,1,6
Brais MĂ©ndez,es ESP,"MF,FW",Celta Vigo,22,12000000,184,left,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,1477,24,0,0,2,4,0,686,20,8,22,19,5,28,907,42,5,0,28,36
Bram Nuytinck,nl NED,DF,Udinese,29,2000000,190,left,Serie A,27.0,2362.0,14.0,0.0,1.0,1.0,2.0,0.0,1231.0,0.0,24.0,61.0,69.0,12.0,142.0,1539.0,2.0,0.0,0.0,28.0,7.0,27.0,2127.0,6.0,0.0,1.0,0.0,4.0,1.0,889.0,0.0,5.0,57.0,58.0,17.0,117.0,1141.0,2.0,0.0,0.0,25.0,4.0,26,2225,6,0,0,0,2,0,1294,0,13,50,67,17,112,1539,6,0,0,20,9
Brandon,es ESP,FW,Osasuna,24,1200000,173,right,La Liga,11.0,358.0,6.0,0.0,1.0,0.0,0.0,0.0,118.0,1.0,2.0,9.0,7.0,6.0,2.0,170.0,4.0,2.0,0.0,11.0,8.0,,,,,,,,,,,,,,,,,,,,,,8,406,9,0,0,1,4,0,117,0,4,4,5,1,1,174,8,0,0,6,6
Brandon Borrello,au AUS,"MF,FW",Freiburg,24,95000,178,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,298,6,0,0,0,0,0,76,0,0,9,7,0,2,149,15,1,0,3,9
Brandon Pierrick,eng ENG,"DF,FW",Crystal Palace,17,250,182,right,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,0,0,0,0,0,0,9,0,0,0,0,0,1,16,3,0,0,0,0
Brandon Williams,eng ENG,DF,Manchester Utd,18,11000000,172,right,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1006,6,0,1,0,6,0,636,1,75,19,36,8,23,764,20,1,0,13,15
Brayan Vera,co COL,"DF,MF",Lecce,20,45000,180,left,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,155,4,0,0,1,0,0,78,3,10,6,4,0,4,106,2,0,0,6,3
Breel Embolo,ch SUI,"FW,MF",M'Gladbach,22,13000000,187,right,Bundesliga,21.0,919.0,18.0,0.0,3.0,0.0,4.0,0.0,212.0,2.0,0.0,19.0,17.0,3.0,6.0,402.0,53.0,11.0,0.0,42.0,31.0,20.0,1345.0,27.0,0.0,5.0,1.0,4.0,0.0,280.0,0.0,2.0,20.0,10.0,5.0,4.0,504.0,50.0,9.0,0.0,30.0,31.0,28,1550,44,0,8,5,4,0,390,0,1,23,15,5,5,701,83,13,0,42,47
Brendan Chardonnet,fr FRA,DF,Brest,24,65000,185,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,823,3,0,0,0,4,0,536,0,1,17,16,8,69,648,3,0,0,6,4
Bruno Alves,pt POR,DF,Parma,37,80000,189,right,Serie A,,,,,,,,,,,,,,,,,,,,,,33.0,2922.0,17.0,0.0,4.0,1.0,9.0,1.0,1204.0,0.0,0.0,16.0,50.0,15.0,243.0,1549.0,5.0,1.0,0.0,32.0,13.0,33,2671,23,0,0,0,4,0,1312,0,2,23,40,15,189,1608,3,1,3,24,12
Bruno Ecuele Manga,ga GAB,DF,Dijon,31,2000000,186,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,38.0,3376.0,11.0,0.0,0.0,1.0,0.0,0.0,1110.0,0.0,112.0,68.0,86.0,52.0,162.0,1488.0,17.0,1.0,4.0,15.0,11.0,28,2520,17,0,0,0,2,0,1309,0,6,27,50,25,177,1617,9,0,1,10,15
Bruno Fernandes,pt POR,MF,Manchester Utd,24,48000000,179,right,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1186,40,0,8,7,2,0,853,55,5,19,14,7,12,1000,21,2,0,9,14
Bruno GonzĂˇlez,es ESP,DF,Levante,29,1000000,184,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,636,1,0,0,0,1,0,262,0,1,11,8,7,46,336,0,1,0,8,4
Bruno JordĂŁo,pt POR,FW,Wolves,20,2000000,180,right,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,0,0,0,0,0,5,0,0,0,1,0,0,6,0,0,0,0,0
Bruno Martella,it ITA,"DF,MF",Brescia,26,1000000,183,left,Serie A,30.0,2616.0,23.0,0.0,1.0,3.0,3.0,0.0,1396.0,8.0,297.0,20.0,64.0,31.0,113.0,1723.0,44.0,1.0,0.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,24,1270,10,0,0,0,3,0,562,4,90,19,29,14,58,719,25,1,2,7,4
Bruno Peres,br BRA,DF,Roma,29,2000000,178,right,Serie A,18.0,1155.0,7.0,0.0,0.0,0.0,1.0,0.0,806.0,7.0,117.0,25.0,27.0,12.0,17.0,917.0,25.0,0.0,1.0,13.0,11.0,,,,,,,,,,,,,,,,,,,,,,16,1056,14,0,2,2,3,0,635,1,96,17,18,7,23,752,16,1,2,13,15
Bruno Soriano,es ESP,MF,Villarreal,35,47500,184,left,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,263,1,0,0,0,1,0,267,0,0,5,7,1,6,285,2,0,0,5,0
Bryan,es ESP,"MF,FW",LeganĂ©s,18,9000000,175,left,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,558,14,0,1,0,2,0,212,8,6,14,10,3,2,310,20,4,0,10,12
Bryan Cristante,it ITA,MF,Roma,24,20000000,186,right,Serie A,36.0,2824.0,78.0,0.0,9.0,2.0,4.0,0.0,1584.0,0.0,8.0,69.0,53.0,32.0,40.0,2017.0,78.0,5.0,1.0,56.0,16.0,35.0,2425.0,44.0,0.0,4.0,3.0,10.0,0.0,1336.0,0.0,4.0,69.0,56.0,20.0,46.0,1640.0,46.0,0.0,1.0,63.0,15.0,26,1616,29,0,1,3,7,1,1072,1,1,25,21,11,31,1229,17,0,0,32,6
Bryan Dabo,bf BFA,MF,SPAL,27,2000000,187,right,Serie A,26.0,1875.0,22.0,0.0,3.0,0.0,12.0,2.0,927.0,1.0,18.0,30.0,35.0,27.0,37.0,1209.0,54.0,2.0,0.0,41.0,48.0,23.0,831.0,9.0,0.0,1.0,1.0,4.0,0.0,423.0,0.0,22.0,12.0,20.0,4.0,22.0,541.0,18.0,1.0,0.0,13.0,20.0,16,1122,8,0,1,4,4,0,578,0,4,28,17,8,13,700,23,1,0,17,22
Bryan SoumarĂ©,fr FRA,"MF,FW",Dijon,20,72500,180,left,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,384,6,0,0,0,0,0,147,12,1,10,2,2,1,198,16,0,0,4,8
Bukayo Saka,eng ENG,"DF,FW",Arsenal,17,20000000,178,left,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1753,13,0,1,5,6,0,844,11,102,38,25,9,21,1069,48,10,1,22,28
Callum Hudson-Odoi,eng ENG,FW,Chelsea,18,31000000,177,right,Premier League,,,,,,,,,,,,,,,,,,,,,,10.0,393.0,6.0,0.0,0.0,1.0,0.0,0.0,236.0,3.0,2.0,8.0,2.0,3.0,0.0,287.0,18.0,3.0,0.0,1.0,6.0,22,863,22,0,1,5,1,0,476,18,7,8,18,0,6,624,54,3,0,11,13
Callum Robinson,ie IRL,FW,Sheffield Utd,24,5000000,178,right,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,676,13,0,1,1,1,0,155,0,1,4,4,3,2,230,15,1,0,11,4
Callum Wilson,eng ENG,FW,Bournemouth,27,24000000,180,right,Premier League,28.0,1981.0,51.0,0.0,8.0,2.0,0.0,0.0,429.0,2.0,5.0,11.0,20.0,8.0,13.0,693.0,43.0,21.0,0.0,37.0,36.0,30.0,2528.0,63.0,0.0,14.0,9.0,3.0,0.0,456.0,1.0,1.0,11.0,12.0,1.0,14.0,765.0,43.0,20.0,0.0,42.0,32.0,35,2908,54,0,8,1,10,0,535,0,1,15,18,3,15,881,48,34,0,55,40
Calum Chambers,eng ENG,DF,Arsenal,24,14000000,182,right,Premier League,12.0,866.0,9.0,0.0,0.0,0.0,1.0,0.0,629.0,0.0,20.0,17.0,27.0,10.0,28.0,739.0,13.0,0.0,0.0,10.0,5.0,31.0,2588.0,35.0,0.0,2.0,0.0,9.0,0.0,1518.0,0.0,4.0,52.0,68.0,53.0,114.0,1896.0,39.0,0.0,1.0,35.0,4.0,14,1102,12,0,1,1,5,0,865,0,83,25,21,13,61,1028,18,0,0,18,4
Can Bozdogan,de GER,MF,Schalke 04,18,2500000,175,left,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,235,4,0,0,0,2,1,73,0,0,9,1,2,0,103,15,1,0,4,3
Carles AleĂ±Ăˇ,es ESP,"MF,FW",Betis,21,18000000,180,left,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,907,13,0,1,0,1,0,545,4,2,22,11,1,5,641,26,3,0,12,21
Carles PĂ©rez,es ESP,"FW,MF",Roma,21,9000000,173,left,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1042,35,0,2,5,2,0,507,15,4,18,12,2,5,668,45,2,1,18,13
Carlo Pinsoglio,it ITA,GK,Juventus,29,40000,194,left,Serie A,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,14.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,1,19,0,2,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0
Carlos Bacca,co COL,"FW,MF",Villarreal,32,2000000,181,right,La Liga,35.0,2477.0,73.0,0.0,15.0,5.0,9.0,0.0,528.0,1.0,2.0,6.0,19.0,5.0,10.0,751.0,51.0,41.0,0.0,24.0,22.0,33.0,1270.0,30.0,0.0,6.0,1.0,3.0,0.0,274.0,0.0,1.0,6.0,5.0,6.0,4.0,404.0,21.0,15.0,0.0,19.0,9.0,19,688,17,0,2,1,1,0,133,0,0,3,5,1,5,205,11,7,0,8,6
Carlos Clerc,es ESP,DF,Levante,27,2000000,181,left,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1848,4,0,0,2,4,0,968,0,185,37,48,17,69,1188,39,2,0,24,20
Carlos FernĂˇndez,es ESP,"FW,MF",Granada,23,3000000,185,left,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2201,45,0,10,3,8,0,627,2,3,24,24,12,32,941,58,8,0,60,45
Carlos Gruezo,ec ECU,MF,Augsburg,24,1000000,171,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,886,6,0,0,1,3,0,309,0,0,24,7,4,9,366,5,0,0,14,7
