player,nationality,position,squad,age,value,height,foot,league,games_17,minutes_17,shots_total_17,goal_kicks_17,goals_17,assists_17,cards_yellow_17,cards_red_17,passes_17,corner_kicks_17,throw_ins_17,tackles_17,blocks_17,interceptions_17,clearances_17,touches_17,dribbles_17,offsides_17,errors_17,fouls_17,fouled_17,games_18,minutes_18,shots_total_18,goal_kicks_18,goals_18,assists_18,cards_yellow_18,cards_red_18,passes_18,corner_kicks_18,throw_ins_18,tackles_18,blocks_18,interceptions_18,clearances_18,touches_18,dribbles_18,offsides_18,errors_18,fouls_18,fouled_18,games_19,minutes_19,shots_total_19,goal_kicks_19,goals_19,assists_19,cards_yellow_19,cards_red_19,passes_19,corner_kicks_19,throw_ins_19,tackles_19,blocks_19,interceptions_19,clearances_19,touches_19,dribbles_19,offsides_19,errors_19,fouls_19,fouled_19
Antonio CortĂ©s,es ESP,"FW,MF",Granada,19,1300000,182,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,181,3,0,1,0,2,0,38,0,1,3,2,0,0,68,9,0,0,6,3
Antonio Mirante,it ITA,GK,Roma,36,65000,193,right,Serie A,33.0,2970.0,1.0,289.0,0.0,0.0,5.0,0.0,1211.0,0.0,3.0,0.0,1.0,0.0,0.0,1321.0,2.0,0.0,1.0,5.0,1.0,11.0,990.0,0.0,93.0,0.0,0.0,0.0,0.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,1.0,0.0,0.0,1.0,2.0,5,450,0,29,0,0,0,0,172,0,0,0,0,0,0,192,1,0,1,0,0
Antonio Puertas,es ESP,"FW,MF",Granada,27,2000000,183,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2563,46,0,7,3,7,0,768,2,19,39,31,9,20,1103,92,5,0,39,37
Antonio Raillo,es ESP,DF,Mallorca,27,2000000,187,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2775,14,0,1,0,9,1,1155,0,3,43,43,11,138,1408,2,3,1,32,16
Antonio Rosati,it ITA,GK,Torino,36,20000,195,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,90,0,15,0,0,0,0,37,0,0,0,0,0,0,39,0,0,0,0,0
Antonio RĂĽdiger,de GER,DF,Chelsea,26,40000000,190,right,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1710,11,0,2,0,3,0,1449,0,8,43,27,3,108,1642,0,0,2,19,8
Antonio Sanabria,py PAR,FW,Genoa,23,6000000,181,right,Serie A,17.0,854.0,24.0,0.0,8.0,0.0,0.0,0.0,158.0,0.0,0.0,4.0,10.0,2.0,5.0,262.0,12.0,8.0,0.0,10.0,16.0,30.0,1532.0,58.0,0.0,6.0,0.0,2.0,0.0,296.0,0.0,0.0,12.0,22.0,6.0,6.0,524.0,26.0,4.0,0.0,38.0,30.0,24,1387,41,0,6,2,3,0,379,0,0,13,14,3,13,563,34,4,0,24,26
Antonio Sivera,es ESP,GK,AlavĂ©s,22,1000000,184,right,La Liga,1.0,60.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,270.0,0.0,34.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,1.0,113.0,0.0,0.0,0.0,0.0,0.0,3,270,0,27,0,0,1,0,83,0,0,0,0,0,0,88,0,0,0,1,0
Antony Evans,eng ENG,"MF,DF",Paderborn 07,20,35000,186,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,156,2,0,0,0,0,0,71,10,1,7,3,0,3,95,4,0,0,5,1
AntonĂ­n BarĂˇk,cz CZE,MF,Udinese,24,8000000,190,left,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1563,38,0,2,1,1,0,805,2,7,28,36,3,15,1001,30,2,0,21,13
AntoĂ±ito,es ESP,"DF,MF",Valladolid,31,600,175,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1029,1,0,0,0,1,0,452,0,93,25,24,19,25,574,16,1,0,18,7
Anuar,ma MAR,"MF,FW",Valladolid,24,1200000,173,right,La Liga,,,,,,,,,,,,,,,,,,,,,,19.0,1081.0,10.0,0.0,1.0,0.0,6.0,0.0,401.0,4.0,0.0,30.0,23.0,7.0,29.0,535.0,5.0,4.0,2.0,29.0,15.0,11,189,1,0,0,0,1,0,101,1,0,4,6,3,1,127,3,0,0,3,5
Anwar El Ghazi,nl NED,"FW,MF",Aston Villa,24,8000000,189,right,Premier League,27.0,1648.0,62.0,0.0,4.0,4.0,2.0,0.0,634.0,37.0,20.0,21.0,16.0,8.0,4.0,853.0,53.0,5.0,0.0,17.0,15.0,,,,,,,,,,,,,,,,,,,,,,34,2051,50,0,4,4,3,0,615,17,16,17,18,11,12,843,56,12,0,20,18
Arber Zeneli,xk KVX,MF,Reims,24,5000000,176,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0
Aridane HernĂˇndez,gq EQG,DF,Osasuna,30,3000000,188,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2610,14,0,3,0,8,0,925,0,8,42,34,22,238,1286,4,0,1,21,13
Ariday Cabrera,es ESP,"MF,FW",Mallorca,30,32500,168,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,37,1,0,0,0,0,0,11,0,2,1,2,0,0,20,2,0,0,2,0
Aritz Aduriz,es ESP,FW,Athletic Club,38,800,181,right,La Liga,33.0,2155.0,54.0,0.0,9.0,3.0,5.0,0.0,509.0,1.0,4.0,10.0,12.0,0.0,17.0,731.0,35.0,35.0,0.0,40.0,40.0,20.0,943.0,14.0,0.0,2.0,0.0,5.0,0.0,237.0,1.0,1.0,5.0,4.0,1.0,4.0,326.0,12.0,12.0,0.0,28.0,8.0,14,208,6,0,1,0,3,0,57,0,0,1,0,0,3,82,2,0,0,7,1
Aritz Elustondo,es ESP,DF,Real Sociedad,25,8000000,182,right,La Liga,19.0,1594.0,12.0,0.0,3.0,2.0,1.0,0.0,1036.0,0.0,42.0,21.0,33.0,21.0,64.0,1214.0,6.0,3.0,1.0,18.0,11.0,27.0,2254.0,11.0,0.0,1.0,0.0,5.0,0.0,1219.0,0.0,94.0,47.0,42.0,27.0,163.0,1524.0,17.0,0.0,0.0,22.0,27.0,22,1510,8,0,0,1,4,0,935,0,16,31,28,14,122,1145,5,0,0,12,9
Arkadiusz Milik,pl POL,FW,Napoli,25,32000000,186,left,Serie A,15.0,448.0,24.0,0.0,5.0,1.0,2.0,0.0,141.0,0.0,0.0,3.0,3.0,2.0,4.0,217.0,6.0,1.0,0.0,7.0,7.0,35.0,2396.0,112.0,0.0,17.0,3.0,4.0,0.0,607.0,0.0,3.0,16.0,11.0,6.0,12.0,875.0,26.0,16.0,0.0,43.0,28.0,26,1747,67,0,11,0,5,0,468,0,1,16,13,1,13,663,24,13,0,25,28
Arkadiusz Reca,pl POL,DF,SPAL,24,2000000,187,left,Serie A,,,,,,,,,,,,,,,,,,,,,,3.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,3.0,2.0,0.0,1.0,0.0,43.0,6.0,0.0,0.0,1.0,2.0,25,1928,19,0,0,2,2,0,971,0,178,46,23,17,40,1193,57,3,2,26,12
Armando Izzo,it ITA,DF,Torino,27,16000000,183,right,Serie A,16.0,1387.0,3.0,0.0,1.0,0.0,2.0,0.0,847.0,0.0,44.0,35.0,18.0,26.0,88.0,1024.0,6.0,0.0,0.0,13.0,34.0,37.0,3271.0,26.0,0.0,4.0,1.0,6.0,0.0,1873.0,0.0,34.0,94.0,75.0,71.0,171.0,2321.0,17.0,2.0,1.0,56.0,61.0,31,2686,12,0,1,0,7,2,1376,0,11,49,67,43,161,1732,14,1,1,48,34
Arnaud Lusamba,fr FRA,"MF,FW",Nice,22,2000000,180,right,Ligue 1,4.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,11.0,5.0,2.0,0.0,123.0,8.0,0.0,0.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,15,982,5,0,1,2,1,0,448,9,4,24,13,4,4,559,31,1,0,10,22
Arnaud Nordin,fr FRA,FW,Saint-Ă‰tienne,21,4000000,170,left,Ligue 1,,,,,,,,,,,,,,,,,,,,,,25.0,1050.0,42.0,0.0,3.0,1.0,2.0,0.0,341.0,5.0,9.0,11.0,17.0,8.0,9.0,531.0,42.0,2.0,0.0,14.0,35.0,18,908,13,0,1,0,2,0,276,7,6,5,16,4,7,410,35,0,0,13,31
Arnaud Souquet,fr FRA,DF,Montpellier,27,4000000,179,right,Ligue 1,29.0,2415.0,7.0,0.0,0.0,3.0,4.0,0.0,1581.0,0.0,166.0,91.0,58.0,39.0,51.0,1910.0,24.0,0.0,0.0,21.0,46.0,,,,,,,,,,,,,,,,,,,,,,24,2016,15,0,2,0,6,0,1064,0,237,57,43,13,63,1335,48,2,0,34,32
Arnaut Groeneveld,nl NED,MF,Bournemouth,22,10000000,178,right,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,630,13,0,0,0,0,0,227,3,2,6,3,5,8,310,35,5,1,0,5
Arne Maier,de GER,MF,Hertha BSC,20,15000000,186,right,Bundesliga,17.0,1223.0,12.0,0.0,0.0,1.0,1.0,0.0,640.0,2.0,0.0,29.0,30.0,13.0,28.0,794.0,10.0,0.0,0.0,4.0,10.0,24.0,2064.0,21.0,0.0,0.0,0.0,2.0,0.0,1225.0,1.0,6.0,30.0,45.0,23.0,25.0,1426.0,25.0,0.0,0.0,19.0,16.0,14,535,6,0,0,0,0,0,324,8,0,8,9,5,2,381,7,0,1,4,4
Arthur Masuaku,cd COD,DF,West Ham,25,6000000,179,left,Premier League,27.0,1870.0,8.0,0.0,0.0,3.0,5.0,0.0,903.0,0.0,106.0,52.0,33.0,30.0,16.0,1177.0,74.0,2.0,1.0,30.0,30.0,23.0,1759.0,4.0,0.0,0.0,1.0,2.0,0.0,1092.0,0.0,168.0,53.0,48.0,30.0,53.0,1309.0,43.0,0.0,0.0,16.0,5.0,17,937,5,0,0,1,6,1,588,0,80,43,29,12,29,745,39,0,1,10,9
Arthur Melo,br BRA,MF,Barcelona,22,60000000,172,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1182,8,0,3,3,1,0,1060,14,9,17,10,6,9,1183,33,1,1,11,44
Arthur Zagre,fr FRA,MF,Paris S-G,17,6000000,168,left,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,0,0,0,0,0,0,15,0,0,2,0,1,0,20,3,0,0,1,1
Artur IoniČ›Ä,md MDA,MF,Cagliari,28,2500000,184,both,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1897,18,0,0,2,6,0,708,1,11,36,39,8,25,884,22,1,1,45,14
Arturo Calabresi,it ITA,DF,Amiens,23,2000000,186,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,18.0,1412.0,1.0,0.0,1.0,0.0,8.0,0.0,723.0,0.0,81.0,37.0,26.0,26.0,58.0,886.0,12.0,2.0,0.0,18.0,12.0,21,1878,6,0,1,1,5,0,964,0,227,59,50,27,112,1240,35,0,1,28,30
Arturo Vidal,cl CHI,MF,Barcelona,32,11000000,180,right,La Liga,22.0,1456.0,48.0,0.0,6.0,2.0,6.0,0.0,1186.0,2.0,11.0,51.0,34.0,15.0,33.0,1401.0,10.0,4.0,0.0,41.0,19.0,33.0,1929.0,25.0,0.0,3.0,7.0,7.0,0.0,1503.0,1.0,6.0,87.0,43.0,22.0,30.0,1784.0,12.0,0.0,1.0,58.0,32.0,33,1671,25,0,8,2,4,0,1252,1,7,61,33,10,13,1452,17,7,0,44,23
Ashley Barnes,eng ENG,FW,Burnley,29,8000000,186,right,Premier League,36.0,2165.0,63.0,0.0,9.0,0.0,10.0,0.0,509.0,0.0,1.0,12.0,36.0,8.0,17.0,827.0,26.0,26.0,0.0,53.0,71.0,37.0,2388.0,61.0,0.0,12.0,2.0,8.0,0.0,559.0,1.0,2.0,26.0,31.0,4.0,24.0,913.0,19.0,23.0,1.0,53.0,65.0,19,1352,39,0,6,0,4,0,253,0,1,6,17,5,14,435,17,13,0,35,40
Ashley Westwood,eng ENG,MF,Burnley,29,5000000,174,right,Premier League,19.0,1111.0,8.0,0.0,0.0,1.0,2.0,0.0,596.0,2.0,0.0,14.0,22.0,22.0,9.0,687.0,4.0,0.0,0.0,13.0,11.0,34.0,2824.0,22.0,0.0,2.0,7.0,5.0,0.0,1504.0,43.0,2.0,63.0,56.0,31.0,45.0,1775.0,18.0,1.0,0.0,30.0,22.0,35,3150,13,0,2,6,9,0,1854,91,3,48,45,27,32,2081,23,1,1,33,33
Ashley Young,eng ENG,DF,Manchester Utd,34,3000000,175,both,Premier League,30.0,2442.0,17.0,0.0,2.0,4.0,7.0,0.0,1655.0,23.0,213.0,43.0,43.0,41.0,46.0,1897.0,41.0,2.0,2.0,29.0,35.0,30.0,2569.0,12.0,0.0,2.0,2.0,9.0,1.0,1904.0,100.0,310.0,56.0,56.0,38.0,61.0,2172.0,38.0,4.0,0.0,38.0,32.0,30,2140,18,0,4,4,6,0,1369,37,218,27,57,17,49,1595,35,4,0,21,37
Asier Illarramendi,es ESP,MF,Real Sociedad,29,14000000,179,right,La Liga,36.0,3163.0,37.0,0.0,7.0,5.0,9.0,2.0,2481.0,6.0,9.0,60.0,65.0,55.0,26.0,2795.0,30.0,0.0,0.0,34.0,68.0,23.0,1821.0,13.0,0.0,1.0,1.0,8.0,0.0,1243.0,4.0,4.0,55.0,41.0,24.0,43.0,1444.0,12.0,0.0,0.0,34.0,35.0,3,216,1,0,0,0,0,0,183,0,0,3,2,2,5,203,1,0,0,2,3
Asier Villalibre,es ESP,FW,Athletic Club,21,3000000,184,left,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,531,17,0,3,0,0,0,110,0,0,4,4,0,3,178,11,5,0,16,10
Assane DioussĂ©,sn SEN,MF,Saint-Ă‰tienne,21,2000000,175,left,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,120,1,0,0,0,1,0,51,0,0,1,3,1,2,65,2,0,0,3,0
AurĂ©lien Chedjou,cm CMR,DF,Amiens,34,325,184,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1971,8,0,0,0,4,1,994,0,2,35,33,27,183,1277,15,0,1,14,12
AurĂ©lien TchouamĂ©ni,fr FRA,MF,Monaco,19,15000000,185,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1175,14,0,0,1,6,0,712,0,0,21,21,21,18,840,20,0,1,27,25
Axel Disasi,fr FRA,DF,Reims,21,7000000,190,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,4.0,159.0,2.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,3.0,2.0,4.0,2.0,17.0,95.0,2.0,0.0,0.0,0.0,0.0,27,2430,15,0,1,0,3,0,1441,0,5,34,44,11,155,1717,14,0,1,37,24
Axel Tuanzebe,eng ENG,DF,Manchester Utd,21,8000000,186,right,Premier League,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,5,189,0,0,0,0,0,0,141,0,11,3,7,2,6,166,3,0,1,3,3
Axel Witsel,be BEL,MF,Dortmund,30,21000000,188,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,33.0,2873.0,38.0,0.0,4.0,1.0,2.0,0.0,2419.0,0.0,9.0,54.0,43.0,34.0,53.0,2727.0,35.0,0.0,0.0,28.0,50.0,28,2245,28,0,4,5,4,0,1794,0,9,42,34,21,18,2007,27,2,2,38,40
Aymen Barkok,ma MAR,"FW,MF",DĂĽsseldorf,21,1000000,188,right,Bundesliga,9.0,314.0,3.0,0.0,0.0,1.0,1.0,0.0,119.0,0.0,0.0,10.0,10.0,2.0,1.0,171.0,14.0,3.0,0.0,6.0,2.0,12.0,510.0,4.0,0.0,0.0,0.0,0.0,0.0,233.0,2.0,0.0,11.0,8.0,3.0,3.0,288.0,15.0,0.0,0.0,9.0,0.0,3,79,0,0,0,0,0,0,29,0,0,1,7,0,2,45,1,0,0,0,0
Aymeric Laporte,fr FRA,DF,Manchester City,25,60000000,189,left,Premier League,28.0,2516.0,12.0,0.0,0.0,0.0,6.0,0.0,1799.0,0.0,10.0,36.0,34.0,24.0,71.0,1992.0,7.0,2.0,2.0,24.0,22.0,35.0,3057.0,27.0,0.0,3.0,3.0,3.0,0.0,3028.0,0.0,41.0,44.0,29.0,23.0,124.0,3275.0,5.0,2.0,0.0,22.0,18.0,15,1097,4,0,1,0,1,0,1114,0,7,12,6,14,39,1192,2,0,2,9,9
Ayoze PĂ©rez,es ESP,"MF,FW",Leicester City,26,24000000,178,right,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,2004,46,0,8,4,0,0,773,0,6,51,32,17,12,1107,68,7,0,30,30
AĂŻssa Mandi,dz ALG,DF,Betis,27,16000000,184,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2576,10,0,0,0,9,0,1778,0,12,33,46,24,144,2047,9,5,1,29,18
BafodĂ© DiakitĂ©,fr FRA,DF,Toulouse,18,7000000,185,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1366,11,0,2,0,1,1,669,0,20,21,23,15,76,805,9,0,3,5,4
Bakaye Dibassy,ml MLI,DF,Amiens,29,2000000,183,left,Ligue 1,32.0,2778.0,16.0,0.0,1.0,2.0,4.0,0.0,1303.0,0.0,166.0,64.0,74.0,54.0,98.0,1672.0,34.0,4.0,2.0,30.0,24.0,34.0,2942.0,11.0,0.0,1.0,1.0,5.0,1.0,1442.0,0.0,150.0,40.0,64.0,25.0,121.0,1733.0,29.0,2.0,1.0,35.0,17.0,22,1868,5,0,2,0,5,1,902,0,43,35,54,34,98,1139,12,0,1,21,12
Baptiste Reynet,fr FRA,GK,Toulouse,28,2000000,185,right,Ligue 1,38.0,3420.0,0.0,182.0,0.0,0.0,3.0,0.0,1335.0,0.0,0.0,0.0,0.0,1.0,5.0,1598.0,3.0,0.0,1.0,3.0,7.0,31.0,2704.0,0.0,291.0,0.0,0.0,0.0,1.0,1061.0,0.0,0.0,0.0,0.0,0.0,3.0,1156.0,3.0,0.0,2.0,1.0,10.0,23,2035,0,227,0,0,1,0,845,0,0,0,0,0,2,912,0,0,1,0,0
Baptiste Santamaria,fr FRA,MF,Angers,24,7000000,183,right,Ligue 1,31.0,2591.0,17.0,0.0,0.0,0.0,6.0,0.0,1169.0,0.0,1.0,56.0,40.0,46.0,41.0,1456.0,20.0,1.0,1.0,45.0,51.0,38.0,3245.0,25.0,0.0,1.0,0.0,2.0,0.0,1533.0,0.0,2.0,113.0,59.0,58.0,63.0,1909.0,51.0,1.0,0.0,51.0,49.0,28,2505,38,0,1,1,1,0,1340,0,4,93,39,32,64,1674,55,0,1,22,32
Bartosz BereszyĹ„ski,pl POL,DF,Sampdoria,27,6000000,183,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2402,17,0,0,0,10,0,1332,1,230,61,72,23,97,1652,32,1,1,34,21
Bartosz Salamon,pl POL,DF,SPAL,28,40000,194,right,Serie A,22.0,1725.0,9.0,0.0,0.0,0.0,5.0,0.0,898.0,0.0,2.0,43.0,36.0,29.0,122.0,1125.0,6.0,2.0,0.0,22.0,19.0,20.0,1725.0,10.0,0.0,0.0,0.0,3.0,0.0,768.0,0.0,3.0,17.0,33.0,20.0,157.0,1001.0,2.0,0.0,0.0,20.0,8.0,7,344,0,0,0,0,1,0,147,0,0,1,7,4,18,180,0,0,0,3,4
Bartłomiej Drągowski,pl POL,GK,Fiorentina,21,15000000,191,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2790,0,0,0,0,1,0,904,0,0,0,0,0,0,984,0,0,0,1,6
Bas Dost,nl NED,FW,Eint Frankfurt,30,5500000,196,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1475,32,0,8,2,2,0,461,0,0,8,10,4,24,584,7,9,0,16,13
Bassem Srarfi,tn TUN,"FW,DF",Nice,22,1000000,176,left,Ligue 1,26.0,870.0,26.0,0.0,3.0,1.0,1.0,0.0,372.0,1.0,0.0,15.0,20.0,11.0,4.0,534.0,48.0,4.0,0.0,13.0,18.0,22.0,817.0,13.0,0.0,1.0,0.0,2.0,0.0,332.0,3.0,5.0,20.0,9.0,2.0,13.0,452.0,33.0,4.0,0.0,14.0,21.0,3,133,1,0,0,0,1,0,50,0,1,0,1,1,0,64,2,0,0,5,6
Bastian Badu,fr FRA,FW,Montpellier,19,35000,188,left,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,1,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0
Bastian Oczipka,de GER,DF,Schalke 04,30,3000000,185,left,Bundesliga,29.0,2320.0,15.0,0.0,0.0,2.0,2.0,0.0,1422.0,59.0,229.0,56.0,48.0,21.0,30.0,1698.0,77.0,2.0,0.0,20.0,51.0,21.0,1875.0,13.0,0.0,1.0,5.0,3.0,0.0,1067.0,54.0,179.0,44.0,32.0,17.0,35.0,1264.0,41.0,1.0,0.0,16.0,23.0,34,3015,9,0,0,5,4,0,1787,73,252,72,55,25,88,2110,70,4,0,26,35
Bastos,ao ANG,DF,Lazio,28,2700000,180,right,Serie A,21.0,1407.0,10.0,0.0,4.0,0.0,4.0,0.0,866.0,0.0,7.0,39.0,28.0,14.0,50.0,1013.0,16.0,0.0,0.0,12.0,5.0,18.0,1139.0,12.0,0.0,1.0,0.0,3.0,0.0,550.0,0.0,12.0,27.0,23.0,7.0,56.0,675.0,13.0,1.0,1.0,12.0,7.0,16,765,7,0,1,0,4,0,416,0,2,13,17,11,33,509,19,0,0,15,6
Ben Chilwell,eng ENG,DF,Leicester City,22,40000000,178,left,Premier League,24.0,1853.0,5.0,0.0,0.0,2.0,2.0,2.0,1165.0,0.0,171.0,34.0,46.0,25.0,40.0,1405.0,45.0,4.0,1.0,13.0,24.0,36.0,3240.0,20.0,0.0,0.0,4.0,4.0,0.0,2239.0,5.0,381.0,56.0,73.0,34.0,114.0,2714.0,69.0,2.0,0.0,32.0,44.0,27,2373,15,0,3,3,3,0,1955,7,264,51,58,20,89,2310,46,1,0,28,30
Ben Davies,wal WAL,DF,Tottenham,26,17000000,181,left,Premier League,29.0,2324.0,18.0,0.0,2.0,6.0,3.0,0.0,1708.0,41.0,238.0,48.0,38.0,26.0,48.0,1942.0,26.0,0.0,0.0,24.0,25.0,27.0,1844.0,15.0,0.0,0.0,0.0,2.0,0.0,1314.0,7.0,185.0,44.0,39.0,13.0,66.0,1532.0,12.0,0.0,0.0,18.0,14.0,18,1431,7,0,0,0,6,0,956,0,154,30,43,12,67,1139,15,1,1,27,8
Ben Foster,eng ENG,GK,Watford,36,1000000,193,left,Premier League,37.0,3330.0,0.0,213.0,0.0,0.0,2.0,0.0,883.0,0.0,0.0,0.0,0.0,0.0,1.0,1062.0,1.0,0.0,0.0,1.0,4.0,38.0,3420.0,1.0,300.0,0.0,0.0,1.0,0.0,1242.0,0.0,0.0,0.0,0.0,0.0,6.0,1373.0,0.0,0.0,1.0,2.0,9.0,38,3420,1,292,0,0,1,0,1201,0,1,0,1,0,1,1309,3,0,2,2,3
Ben Godfrey,eng ENG,DF,Norwich City,21,11000000,186,right,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2644,15,0,0,0,3,1,1606,0,12,34,47,17,173,1907,14,0,4,14,9
Ben Johnson,eng ENG,DF,West Ham,19,2000000,175,right,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,270,1,0,0,0,0,0,161,0,29,8,8,4,16,196,1,0,0,8,1
Ben Mee,eng ENG,DF,Burnley,29,8000000,180,left,Premier League,29.0,2610.0,25.0,0.0,0.0,0.0,5.0,0.0,1122.0,0.0,4.0,33.0,80.0,26.0,150.0,1444.0,6.0,3.0,1.0,14.0,29.0,38.0,3420.0,23.0,0.0,0.0,2.0,9.0,0.0,1484.0,0.0,8.0,54.0,83.0,31.0,279.0,1965.0,12.0,0.0,6.0,28.0,20.0,32,2880,18,0,1,1,7,0,1172,0,5,35,64,22,279,1609,7,3,0,26,21
Ben Osborn,eng ENG,"MF,DF",Sheffield Utd,24,2000000,176,left,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,594,3,0,0,0,0,0,259,3,9,18,17,3,10,323,6,1,0,9,6
Ben Zolinski,de GER,"FW,MF",Paderborn 07,27,72500,181,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1210,19,0,3,2,3,0,364,0,5,16,19,5,5,514,19,13,1,26,18
Benito Raman,be BEL,FW,Schalke 04,24,8000000,172,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,30.0,1681.0,54.0,0.0,10.0,4.0,1.0,0.0,481.0,2.0,14.0,35.0,30.0,16.0,6.0,761.0,85.0,1.0,0.0,27.0,19.0,25,1601,33,0,4,3,2,0,342,1,10,16,12,7,1,517,40,18,0,19,9
Benjamin AndrĂ©,fr FRA,MF,Lille,28,8000000,180,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2054,16,0,2,1,6,0,1239,0,1,83,45,45,47,1515,27,0,0,55,37
Benjamin Bourigeaud,fr FRA,MF,Rennes,25,12000000,177,right,Ligue 1,37.0,3102.0,66.0,0.0,10.0,7.0,3.0,0.0,1778.0,142.0,22.0,39.0,66.0,50.0,19.0,2140.0,48.0,2.0,0.0,37.0,15.0,34.0,2425.0,44.0,0.0,6.0,5.0,5.0,0.0,1227.0,52.0,20.0,54.0,60.0,14.0,26.0,1517.0,32.0,3.0,0.0,36.0,14.0,25,1903,40,0,2,2,5,0,1223,57,15,43,46,12,34,1441,22,2,0,29,16
Benjamin Corgnet,fr FRA,MF,Strasbourg,32,40000,179,right,Ligue 1,18.0,1376.0,29.0,0.0,0.0,2.0,2.0,0.0,566.0,10.0,3.0,28.0,14.0,14.0,10.0,768.0,30.0,1.0,0.0,24.0,34.0,17.0,671.0,18.0,0.0,1.0,2.0,0.0,0.0,286.0,3.0,2.0,20.0,8.0,2.0,9.0,382.0,10.0,2.0,0.0,17.0,19.0,6,261,4,0,0,0,0,0,80,2,1,4,2,1,2,105,5,0,1,3,3
Benjamin Goller,de GER,"FW,MF",Werder Bremen,20,72500,180,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,288,2,0,0,0,0,0,87,0,2,9,3,0,2,138,24,0,0,4,5
